TECH_ASSUMPTION_ID;PROJECTION_YR;ADMIN_FEE_AMT;SA_LOADING_PM;PREM_LOADING_PC;COI_PC;SURRENDER_CHARGE_PC;COMMISSIONS_PC;FMF_PC;SURRENDER_CHARGE_FIXED_AMT;MGR_PC;RI_COMMISSION_PC;RET_LIMIT_AMT;INT_RATE;EMF;FIXED_LOADING_AMT;VARIABLE_LOADING_PC;INFLATION_PC;LAPSE_RATE_PC
1;1;200;0,3;0,8;1,35;1;0,15;0;0;0,04;0;250000;0,05;0,7;2700;0,06;0,03;0,3
1;2;200;0,3;0,4;1,35;1;0,02;0;0;0,04;0;250000;0,05;0,7;2701;0,06;0,03;0,3
1;3;200;0,3;0,25;1,35;0,25;0,01;0;0;0,04;0;250000;0,05;0,7;2702;0,06;0,03;0,3
1;4;200;0,3;0,13;1,35;0,1;0;0;0;0,04;0;250000;0,05;0,7;2703;0,06;0,03;0,3
1;5;200;0,3;0,1;1,35;0,05;0;0;0;0,04;0;250000;0,05;0,7;2704;0,06;0,03;0,3
1;6;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2705;0,06;0,03;0,3
1;7;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2706;0,06;0,03;0,3
1;8;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2707;0,06;0,03;0,3
1;9;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2708;0,06;0,03;0,3
1;10;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2709;0,06;0,03;0,3
1;11;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2710;0,06;0,03;0,3
2;1;200;0,3;0,8;1,35;1;0,23;0;0;0,04;0;250000;0,05;0,7;2711;0,06;0,03;0,3
2;2;200;0,3;0,4;1,35;1;0,07;0;0;0,04;0;250000;0,05;0,7;2712;0,06;0,03;0,3
2;3;200;0,3;0,25;1,35;0,25;0,03;0;0;0,04;0;250000;0,05;0,7;2713;0,06;0,03;0,3
2;4;200;0,3;0,13;1,35;0,1;0;0;0;0,04;0;250000;0,05;0,7;2714;0,06;0,03;0,3
2;5;200;0,3;0,1;1,35;0,05;0;0;0;0,04;0;250000;0,05;0,7;2715;0,06;0,03;0,3
2;6;200;0,3;0,05;1,35;0;0;0;0;0,04;0;250000;0,05;0,7;2716;0,06;0,03;0,3
